Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00       2/10          std::pair<std::_Rb_tree_iterator<std::pair<int, int> >, bool> std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_insert_unique<std::pair<int, int> const&>(std::pair<int, int> const&) [193]
                0.00    0.00       7/10          std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_S_key(std::_Rb_tree_node<std::pair<int, int> > const*) [44]
[24]     0.0    0.00    0.00      10         std::_Identity<std::pair<int, int> >::operator()(std::pair<int, int> const&) const [24]
-----------------------------------------------
                0.00    0.00       2/10          std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::find(std::pair<int, int> const&) [197]
                0.00    0.00       2/10          std::_Rb_tree_iterator<std::pair<int, int> > std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_insert_<std::pair<int, int> const&, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<int, int> const&, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node&) [186]
                0.00    0.00       2/10          std::_Rb_tree_iterator<std::pair<int, int> > std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_insert_<std::pair<int, int>, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<int, int>&&, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node&) [187]
                0.00    0.00       4/10          std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_get_insert_unique_pos(std::pair<int, int> const&) [97]
[25]     0.0    0.00    0.00      10         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_end() [25]
-----------------------------------------------
                0.00    0.00       9/9           std::_Rb_tree_node<std::pair<int, int> >::_M_valptr() const [28]
[26]     0.0    0.00    0.00       9         __gnu_cxx::__aligned_membuf<std::pair<int, int> >::_M_ptr() const [26]
                0.00    0.00       9/9           __gnu_cxx::__aligned_membuf<std::pair<int, int> >::_M_addr() const [27]
-----------------------------------------------
                0.00    0.00       9/9           __gnu_cxx::__aligned_membuf<std::pair<int, int> >::_M_ptr() const [26]
[27]     0.0    0.00    0.00       9         __gnu_cxx::__aligned_membuf<std::pair<int, int> >::_M_addr() const [27]
-----------------------------------------------
                0.00    0.00       2/9           std::_Rb_tree_const_iterator<std::pair<int, int> >::operator*() const [159]
                0.00    0.00       7/9           std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_S_key(std::_Rb_tree_node<std::pair<int, int> > const*) [44]
[28]     0.0    0.00    0.00       9         std::_Rb_tree_node<std::pair<int, int> >::_M_valptr() const [28]
                0.00    0.00       9/9           __gnu_cxx::__aligned_membuf<std::pair<int, int> >::_M_ptr() const [26]
-----------------------------------------------
                0.00    0.00       8/8           std::_Rb_tree_node<std::pair<int, int> >::_M_valptr() [38]
[29]     0.0    0.00    0.00       8         __gnu_cxx::__aligned_membuf<std::pair<int, int> >::_M_ptr() [29]
                0.00    0.00       8/8           __gnu_cxx::__aligned_membuf<std::pair<int, int> >::_M_addr() [30]
-----------------------------------------------
                0.00    0.00       8/8           __gnu_cxx::__aligned_membuf<std::pair<int, int> >::_M_ptr() [29]
[30]     0.0    0.00    0.00       8         __gnu_cxx::__aligned_membuf<std::pair<int, int> >::_M_addr() [30]
-----------------------------------------------
                0.00    0.00       8/8           std::_List_node<int>::_M_valptr() [37]
[31]     0.0    0.00    0.00       8         __gnu_cxx::__aligned_membuf<int>::_M_ptr() [31]
                0.00    0.00       8/8           __gnu_cxx::__aligned_membuf<int>::_M_addr() [32]
-----------------------------------------------
                0.00    0.00       8/8           __gnu_cxx::__aligned_membuf<int>::_M_ptr() [31]
[32]     0.0    0.00    0.00       8         __gnu_cxx::__aligned_membuf<int>::_M_addr() [32]
-----------------------------------------------
                0.00    0.00       8/8           std::_List_node<int>::_M_valptr() const [35]
[33]     0.0    0.00    0.00       8         __gnu_cxx::__aligned_membuf<int>::_M_ptr() const [33]
                0.00    0.00       8/8           __gnu_cxx::__aligned_membuf<int>::_M_addr() const [34]
-----------------------------------------------
                0.00    0.00       8/8           __gnu_cxx::__aligned_membuf<int>::_M_ptr() const [33]
[34]     0.0    0.00    0.00       8         __gnu_cxx::__aligned_membuf<int>::_M_addr() const [34]
-----------------------------------------------
                0.00    0.00       8/8           std::_List_const_iterator<int>::operator*() const [36]
[35]     0.0    0.00    0.00       8         std::_List_node<int>::_M_valptr() const [35]
                0.00    0.00       8/8           __gnu_cxx::__aligned_membuf<int>::_M_ptr() const [33]
-----------------------------------------------
                0.00    0.00       4/8           printEdges(Graph const&) [211]
                0.00    0.00       4/8           isConnected(Graph const&) [212]
[36]     0.0    0.00    0.00       8         std::_List_const_iterator<int>::operator*() const [36]
                0.00    0.00       8/8           std::_List_node<int>::_M_valptr() const [35]
-----------------------------------------------
                0.00    0.00       4/8           std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [135]
                0.00    0.00       4/8           std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [88]
[37]     0.0    0.00    0.00       8         std::_List_node<int>::_M_valptr() [37]
                0.00    0.00       8/8           __gnu_cxx::__aligned_membuf<int>::_M_ptr() [31]
-----------------------------------------------
                0.00    0.00       2/8           void std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_construct_node<std::pair<int, int> const&>(std::_Rb_tree_node<std::pair<int, int> >*, std::pair<int, int> const&) [195]
                0.00    0.00       2/8           void std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_construct_node<std::pair<int, int> >(std::_Rb_tree_node<std::pair<int, int> >*, std::pair<int, int>&&) [196]
                0.00    0.00       4/8           std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<int, int> >*) [96]
[38]     0.0    0.00    0.00       8         std::_Rb_tree_node<std::pair<int, int> >::_M_valptr() [38]
                0.00    0.00       8/8           __gnu_cxx::__aligned_membuf<std::pair<int, int> >::_M_ptr() [29]
-----------------------------------------------
                0.00    0.00       4/8           printEdges(Graph const&) [211]
                0.00    0.00       4/8           isConnected(Graph const&) [212]
[39]     0.0    0.00    0.00       8         std::_List_const_iterator<int>::operator++() [39]
-----------------------------------------------
                0.00    0.00       4/8           std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [135]
                0.00    0.00       4/8           std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [88]
[40]     0.0    0.00    0.00       8         std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [40]
-----------------------------------------------
                0.00    0.00       2/8           std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::~_Rb_tree() [201]
                0.00    0.00       2/8           std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::find(std::pair<int, int> const&) [197]
                0.00    0.00       4/8           std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_get_insert_unique_pos(std::pair<int, int> const&) [97]
[41]     0.0    0.00    0.00       8         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_begin() [41]
-----------------------------------------------
                0.00    0.00       4/8           std::pair<std::__decay_and_strip<int&>::__type, std::__decay_and_strip<int&>::__type> std::make_pair<int&, int&>(int&, int&) [206]
                0.00    0.00       4/8           std::pair<int, int>::pair<int&, int&, true>(int&, int&) [184]
[42]     0.0    0.00    0.00       8         int& std::forward<int&>(std::remove_reference<int&>::type&) [42]
-----------------------------------------------
                0.00    0.00       1/7           std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int, int> >*, std::_Rb_tree_node_base*, std::pair<int, int> const&) [192]
                0.00    0.00       1/7           std::_Rb_tree_iterator<std::pair<int, int> > std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_insert_<std::pair<int, int> const&, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<int, int> const&, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node&) [186]
                0.00    0.00       1/7           std::_Rb_tree_iterator<std::pair<int, int> > std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_insert_<std::pair<int, int>, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<int, int>&&, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node&) [187]
                0.00    0.00       4/7           std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_get_insert_unique_pos(std::pair<int, int> const&) [97]
[43]     0.0    0.00    0.00       7         std::less<std::pair<int, int> >::operator()(std::pair<int, int> const&, std::pair<int, int> const&) const [43]
                0.00    0.00       7/7           bool std::operator< <int, int>(std::pair<int, int> const&, std::pair<int, int> const&) [46]
-----------------------------------------------
                0.00    0.00       1/7           std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int, int> >*, std::_Rb_tree_node_base*, std::pair<int, int> const&) [192]
                0.00    0.00       2/7           std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_get_insert_unique_pos(std::pair<int, int> const&) [97]
                0.00    0.00       4/7           std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_S_key(std::_Rb_tree_node_base const*) [99]
[44]     0.0    0.00    0.00       7         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_S_key(std::_Rb_tree_node<std::pair<int, int> > const*) [44]
                0.00    0.00       7/9           std::_Rb_tree_node<std::pair<int, int> >::_M_valptr() const [28]
                0.00    0.00       7/10          std::_Identity<std::pair<int, int> >::operator()(std::pair<int, int> const&) const [24]
-----------------------------------------------
                0.00    0.00       1/7           std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int, int> >*, std::_Rb_tree_node_base*, std::pair<int, int> const&) [192]
                0.00    0.00       2/7           std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_get_insert_unique_pos(std::pair<int, int> const&) [97]
                0.00    0.00       4/7           std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_erase(std::_Rb_tree_node<std::pair<int, int> >*) [199]
[45]     0.0    0.00    0.00       7         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_S_right(std::_Rb_tree_node_base*) [45]
-----------------------------------------------
                0.00    0.00       7/7           std::less<std::pair<int, int> >::operator()(std::pair<int, int> const&, std::pair<int, int> const&) const [43]
[46]     0.0    0.00    0.00       7         bool std::operator< <int, int>(std::pair<int, int> const&, std::pair<int, int> const&) [46]
-----------------------------------------------
                0.00    0.00       1/6           isConnected(Graph const&) [212]
                0.00    0.00       1/6           hasEulerCircuit(Graph const&) [213]
                0.00    0.00       4/6           printEdges(Graph const&) [211]
[47]     0.0    0.00    0.00       6         Graph::getNumVertices() const [47]
-----------------------------------------------
                0.00    0.00       3/6           printEdges(Graph const&) [211]
                0.00    0.00       3/6           isConnected(Graph const&) [212]
[48]     0.0    0.00    0.00       6         std::__cxx11::list<int, std::allocator<int> >::end() const [48]
                0.00    0.00       6/12          std::_List_const_iterator<int>::_List_const_iterator(std::__detail::_List_node_base const*) [20]
-----------------------------------------------
                0.00    0.00       3/6           printEdges(Graph const&) [211]
                0.00    0.00       3/6           isConnected(Graph const&) [212]
[49]     0.0    0.00    0.00       6         std::__cxx11::list<int, std::allocator<int> >::begin() const [49]
                0.00    0.00       6/12          std::_List_const_iterator<int>::_List_const_iterator(std::__detail::_List_node_base const*) [20]
-----------------------------------------------
                0.00    0.00       2/6           std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::find(std::pair<int, int> const&) [179]
                0.00    0.00       4/6           std::pair<std::_Rb_tree_const_iterator<std::pair<int, int> >, bool>::pair<std::_Rb_tree_iterator<std::pair<int, int> >&, bool&, true>(std::_Rb_tree_iterator<std::pair<int, int> >&, bool&) [82]
[50]     0.0    0.00    0.00       6         std::_Rb_tree_const_iterator<std::pair<int, int> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<int, int> > const&) [50]
-----------------------------------------------
                0.00    0.00       3/6           void std::_Destroy_aux<false>::__destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [263]
                0.00    0.00       3/6           std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::__cxx11::list<int, std::allocator<int> >*, unsigned long>(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [291]
[51]     0.0    0.00    0.00       6         std::__cxx11::list<int, std::allocator<int> >* std::__addressof<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >&) [51]
-----------------------------------------------
                0.00    0.00       1/6           std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [259]
                0.00    0.00       1/6           std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [255]
                0.00    0.00       2/6           std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [258]
                0.00    0.00       2/6           std::_Deque_iterator<int, int&, int*>::_S_buffer_size() [171]
[52]     0.0    0.00    0.00       6         std::__deque_buf_size(unsigned long) [52]
-----------------------------------------------
                0.00    0.00       1/5           std::deque<int, std::allocator<int> >::begin() [293]
                0.00    0.00       4/5           std::deque<int, std::allocator<int> >::end() [83]
[53]     0.0    0.00    0.00       5         std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&) [53]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [72]
[54]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned long) [54]
-----------------------------------------------
                0.00    0.00       4/4           void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [73]
[55]     0.0    0.00    0.00       4         void __gnu_cxx::new_allocator<std::_List_node<int> >::destroy<int>(int*) [55]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [74]
[56]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [56]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::_List_node<int> >::max_size() const [61]
-----------------------------------------------
                0.00    0.00       4/4           void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [75]
[57]     0.0    0.00    0.00       4         void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [57]
                0.00    0.00       4/26          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [8]
                0.00    0.00       4/18          operator new(unsigned long, void*) [9]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int, int> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<int, int> > >&, std::_Rb_tree_node<std::pair<int, int> >*, unsigned long) [76]
[58]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int, int> > >::deallocate(std::_Rb_tree_node<std::pair<int, int> >*, unsigned long) [58]
-----------------------------------------------
                0.00    0.00       4/4           void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int, int> > > >::destroy<std::pair<int, int> >(std::allocator<std::_Rb_tree_node<std::pair<int, int> > >&, std::pair<int, int>*) [77]
[59]     0.0    0.00    0.00       4         void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int, int> > >::destroy<std::pair<int, int> >(std::pair<int, int>*) [59]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int, int> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<int, int> > >&, unsigned long) [78]
[60]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int, int> > >::allocate(unsigned long, void const*) [60]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int, int> > >::max_size() const [62]
-----------------------------------------------
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [56]
[61]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::_List_node<int> >::max_size() const [61]
-----------------------------------------------
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int, int> > >::allocate(unsigned long, void const*) [60]
[62]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int, int> > >::max_size() const [62]
-----------------------------------------------
                0.00    0.00       4/4           generateRandomGraph(Graph&, int, int) [214]
[63]     0.0    0.00    0.00       4         std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::size() const [63]
                0.00    0.00       4/4           std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::size() const [67]
-----------------------------------------------
                0.00    0.00       4/4           std::stack<int, std::deque<int, std::allocator<int> > >::empty() const [65]
[64]     0.0    0.00    0.00       4         std::deque<int, std::allocator<int> >::empty() const [64]
                0.00    0.00       4/4           bool std::operator==<int, int&, int*>(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [108]
-----------------------------------------------
                0.00    0.00       4/4           isConnected(Graph const&) [212]
[65]     0.0    0.00    0.00       4         std::stack<int, std::deque<int, std::allocator<int> > >::empty() const [65]
                0.00    0.00       4/4           std::deque<int, std::allocator<int> >::empty() const [64]
-----------------------------------------------
                0.00    0.00       4/4           isConnected(Graph const&) [212]
[66]     0.0    0.00    0.00       4         std::__cxx11::list<int, std::allocator<int> >::empty() const [66]
-----------------------------------------------
                0.00    0.00       4/4           std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::size() const [63]
[67]     0.0    0.00    0.00       4         std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::size() const [67]
-----------------------------------------------
                0.00    0.00       4/4           std::__cxx11::list<int, std::allocator<int> >::end() [89]
[68]     0.0    0.00    0.00       4         std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [68]
-----------------------------------------------
                0.00    0.00       4/4           std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [88]
[69]     0.0    0.00    0.00       4         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [69]
                0.00    0.00       4/4           std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&) [101]
-----------------------------------------------
                0.00    0.00       4/4           std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [88]
[70]     0.0    0.00    0.00       4         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr() [70]
-----------------------------------------------
                0.00    0.00       4/4           std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [88]
[71]     0.0    0.00    0.00       4         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::operator=(decltype(nullptr)) [71]
-----------------------------------------------
                0.00    0.00       4/4           std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [87]
[72]     0.0    0.00    0.00       4         std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [72]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned long) [54]
-----------------------------------------------
                0.00    0.00       4/4           std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [135]
[73]     0.0    0.00    0.00       4         void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [73]
                0.00    0.00       4/4           void __gnu_cxx::new_allocator<std::_List_node<int> >::destroy<int>(int*) [55]
-----------------------------------------------
                0.00    0.00       4/4           std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [85]
[74]     0.0    0.00    0.00       4         std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [74]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [56]
-----------------------------------------------
                0.00    0.00       4/4           std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [88]
[75]     0.0    0.00    0.00       4         void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [75]
                0.00    0.00       4/26          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [8]
                0.00    0.00       4/4           void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [57]
-----------------------------------------------
                0.00    0.00       4/4           std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_put_node(std::_Rb_tree_node<std::pair<int, int> >*) [94]
[76]     0.0    0.00    0.00       4         std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int, int> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<int, int> > >&, std::_Rb_tree_node<std::pair<int, int> >*, unsigned long) [76]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int, int> > >::deallocate(std::_Rb_tree_node<std::pair<int, int> >*, unsigned long) [58]
-----------------------------------------------
                0.00    0.00       4/4           std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<int, int> >*) [96]
[77]     0.0    0.00    0.00       4         void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int, int> > > >::destroy<std::pair<int, int> >(std::allocator<std::_Rb_tree_node<std::pair<int, int> > >&, std::pair<int, int>*) [77]
                0.00    0.00       4/4           void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int, int> > >::destroy<std::pair<int, int> >(std::pair<int, int>*) [59]
-----------------------------------------------
                0.00    0.00       4/4           std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_get_node() [93]
[78]     0.0    0.00    0.00       4         std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int, int> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<int, int> > >&, unsigned long) [78]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int, int> > >::allocate(unsigned long, void const*) [60]
-----------------------------------------------
                0.00    0.00       1/4           std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::begin() const [243]
                0.00    0.00       3/4           std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::end() const [117]
