Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00       32     0.00     0.00  std::vector<bool, std::allocator<bool> >::operator[](unsigned long)
  0.00      0.00     0.00       32     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_end()
  0.00      0.00     0.00       30     0.00     0.00  std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::size() const
  0.00      0.00     0.00       30     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::size() const
  0.00      0.00     0.00       28     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_begin()
  0.00      0.00     0.00       27     0.00     0.00  __gnu_cxx::__aligned_membuf<int>::_M_ptr() const
  0.00      0.00     0.00       27     0.00     0.00  __gnu_cxx::__aligned_membuf<int>::_M_addr() const
  0.00      0.00     0.00       27     0.00     0.00  std::_List_node<int>::_M_valptr() const
  0.00      0.00     0.00       27     0.00     0.00  std::_List_const_iterator<int>::operator*() const
  0.00      0.00     0.00       27     0.00     0.00  std::_List_const_iterator<int>::_List_const_iterator(std::__detail::_List_node_base const*)
  0.00      0.00     0.00       26     0.00     0.00  std::_Bit_reference::operator bool() const
  0.00      0.00     0.00       26     0.00     0.00  std::_Rb_tree_const_iterator<std::pair<int, int> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<int, int> > const&)
  0.00      0.00     0.00       26     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_S_key(std::_Rb_tree_node_base const*)
  0.00      0.00     0.00       25     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_S_left(std::_Rb_tree_node_base*)
  0.00      0.00     0.00       24     0.00     0.00  std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*)
  0.00      0.00     0.00       24     0.00     0.00  std::_List_const_iterator<int>::operator++()
  0.00      0.00     0.00       24     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator()
  0.00      0.00     0.00       24     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_get_Node_allocator()
  0.00      0.00     0.00       23     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::end()
  0.00      0.00     0.00       23     0.00     0.00  std::operator==(std::_Rb_tree_iterator<std::pair<int, int> > const&, std::_Rb_tree_iterator<std::pair<int, int> > const&)
  0.00      0.00     0.00       22     0.00     0.00  std::_Rb_tree_const_iterator<std::pair<int, int> >::_Rb_tree_const_iterator(std::_Rb_tree_node_base const*)
  0.00      0.00     0.00       21     0.00     0.00  std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::end() const
  0.00      0.00     0.00       21     0.00     0.00  std::vector<int, std::allocator<int> >::size() const
  0.00      0.00     0.00       21     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::end() const
  0.00      0.00     0.00       21     0.00     0.00  std::pair<int, int> const& std::forward<std::pair<int, int> const&>(std::remove_reference<std::pair<int, int> const&>::type&)
  0.00      0.00     0.00       21     0.00     0.00  std::pair<int, int>&& std::forward<std::pair<int, int> >(std::remove_reference<std::pair<int, int> >::type&)
  0.00      0.00     0.00       21     0.00     0.00  std::operator!=(std::_List_iterator<int> const&, std::_List_iterator<int> const&)
  0.00      0.00     0.00       20     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const
  0.00      0.00     0.00       20     0.00     0.00  std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::find(std::pair<int, int> const&)
  0.00      0.00     0.00       20     0.00     0.00  std::pair<int, int>::pair<int, int, true>(int const&, int const&)
  0.00      0.00     0.00       20     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int, int> >*, std::_Rb_tree_node_base*, std::pair<int, int> const&)
  0.00      0.00     0.00       20     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::find(std::pair<int, int> const&)
  0.00      0.00     0.00       20     0.00     0.00  int const& std::max<int>(int const&, int const&)
  0.00      0.00     0.00       20     0.00     0.00  int const& std::min<int>(int const&, int const&)
  0.00      0.00     0.00       20     0.00     0.00  std::pair<std::__decay_and_strip<int const&>::__type, std::__decay_and_strip<int const&>::__type> std::make_pair<int const&, int const&>(int const&, int const&)
  0.00      0.00     0.00       20     0.00     0.00  std::operator==(std::_Rb_tree_const_iterator<std::pair<int, int> > const&, std::_Rb_tree_const_iterator<std::pair<int, int> > const&)
  0.00      0.00     0.00       19     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_S_right(std::_Rb_tree_node_base*)
  0.00      0.00     0.00       18     0.00     0.00  std::deque<int, std::allocator<int> >::empty() const
  0.00      0.00     0.00       18     0.00     0.00  std::stack<int, std::deque<int, std::allocator<int> > >::empty() const
  0.00      0.00     0.00       18     0.00     0.00  std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&)
  0.00      0.00     0.00       18     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::end()
  0.00      0.00     0.00       18     0.00     0.00  int* std::__niter_base<int*>(int*)
  0.00      0.00     0.00       18     0.00     0.00  std::__deque_buf_size(unsigned long)
  0.00      0.00     0.00       18     0.00     0.00  bool std::operator==<int, int&, int*>(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&)
  0.00      0.00     0.00       15     0.00     0.00  void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&)
  0.00      0.00     0.00       15     0.00     0.00  std::_List_iterator<int>::operator*() const
  0.00      0.00     0.00       15     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::begin() const
  0.00      0.00     0.00       15     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::empty() const
  0.00      0.00     0.00       15     0.00     0.00  void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&)
  0.00      0.00     0.00       15     0.00     0.00  std::deque<int, std::allocator<int> >::end()
  0.00      0.00     0.00       14     0.00     0.00  Graph::getNumVertices() const
  0.00      0.00     0.00       12     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned long)
  0.00      0.00     0.00       12     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<int> >::destroy<int>(int*)
  0.00      0.00     0.00       12     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*)
  0.00      0.00     0.00       12     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&)
  0.00      0.00     0.00       12     0.00     0.00  void __gnu_cxx::new_allocator<int>::destroy<int>(int*)
  0.00      0.00     0.00       12     0.00     0.00  __gnu_cxx::__aligned_membuf<std::pair<int, int> >::_M_ptr()
  0.00      0.00     0.00       12     0.00     0.00  __gnu_cxx::__aligned_membuf<std::pair<int, int> >::_M_addr()
  0.00      0.00     0.00       12     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<int> >::max_size() const
  0.00      0.00     0.00       12     0.00     0.00  __gnu_cxx::new_allocator<int>::max_size() const
  0.00      0.00     0.00       12     0.00     0.00  std::_Deque_iterator<int, int&, int*>::operator*() const
  0.00      0.00     0.00       12     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::end() const
  0.00      0.00     0.00       12     0.00     0.00  std::_Rb_tree_node<std::pair<int, int> >::_M_valptr()
  0.00      0.00     0.00       12     0.00     0.00  std::_Deque_iterator<int, int&, int*>::operator--()
  0.00      0.00     0.00       12     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*)
  0.00      0.00     0.00       12     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr()
  0.00      0.00     0.00       12     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<int> > >::operator=(decltype(nullptr))
  0.00      0.00     0.00       12     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long)
  0.00      0.00     0.00       12     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*)
  0.00      0.00     0.00       12     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long)
  0.00      0.00     0.00       12     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&)
  0.00      0.00     0.00       12     0.00     0.00  void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*)
  0.00      0.00     0.00       12     0.00     0.00  std::deque<int, std::allocator<int> >::back()
  0.00      0.00     0.00       12     0.00     0.00  std::deque<int, std::allocator<int> >::pop_back()
  0.00      0.00     0.00       12     0.00     0.00  std::stack<int, std::deque<int, std::allocator<int> > >::pop()
  0.00      0.00     0.00       12     0.00     0.00  std::stack<int, std::deque<int, std::allocator<int> > >::top()
  0.00      0.00     0.00       12     0.00     0.00  std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::operator[](unsigned long)
  0.00      0.00     0.00       12     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node()
  0.00      0.00     0.00       12     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long)
  0.00      0.00     0.00       12     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*)
  0.00      0.00     0.00       12     0.00     0.00  std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&)
  0.00      0.00     0.00       12     0.00     0.00  void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&)
  0.00      0.00     0.00       12     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >* std::__addressof<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >&)
  0.00      0.00     0.00       12     0.00     0.00  std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&)
  0.00      0.00     0.00       12     0.00     0.00  int& std::forward<int&>(std::remove_reference<int&>::type&)
  0.00      0.00     0.00       11     0.00     0.00  std::deque<int, std::allocator<int> >::push_back(int const&)
  0.00      0.00     0.00       11     0.00     0.00  std::stack<int, std::deque<int, std::allocator<int> > >::push(int const&)
  0.00      0.00     0.00        9     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator()
  0.00      0.00     0.00        9     0.00     0.00  std::allocator<std::_List_node<int> >::~allocator()
  0.00      0.00     0.00        9     0.00     0.00  std::_List_iterator<int>::operator++()
  0.00      0.00     0.00        8     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&)
  0.00      0.00     0.00        8     0.00     0.00  __gnu_cxx::__normal_iterator<std::__cxx11::list<int, std::allocator<int> > const*, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > > >::base() const
  0.00      0.00     0.00        8     0.00     0.00  std::remove_reference<int&>::type&& std::move<int&>(int&)
  0.00      0.00     0.00        7     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator()
  0.00      0.00     0.00        7     0.00     0.00  unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      0.00     0.00        6     0.00     0.00  __gnu_cxx::new_allocator<int*>::new_allocator()
  0.00      0.00     0.00        6     0.00     0.00  __gnu_cxx::new_allocator<int*>::~new_allocator()
  0.00      0.00     0.00        6     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<int> > const&)
  0.00      0.00     0.00        6     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int, int> > >::deallocate(std::_Rb_tree_node<std::pair<int, int> >*, unsigned long)
  0.00      0.00     0.00        6     0.00     0.00  void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int, int> > >::destroy<std::pair<int, int> >(std::pair<int, int>*)
  0.00      0.00     0.00        6     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int, int> > >::allocate(unsigned long, void const*)
  0.00      0.00     0.00        6     0.00     0.00  __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long)
  0.00      0.00     0.00        6     0.00     0.00  __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*)
  0.00      0.00     0.00        6     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int, int> > >::max_size() const
  0.00      0.00     0.00        6     0.00     0.00  std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() const
  0.00      0.00     0.00        6     0.00     0.00  std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const
  0.00      0.00     0.00        6     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const
  0.00      0.00     0.00        6     0.00     0.00  std::vector<int, std::allocator<int> >::max_size() const
  0.00      0.00     0.00        6     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_size() const
  0.00      0.00     0.00        6     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::_M_node_count() const
  0.00      0.00     0.00        6     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::size() const
  0.00      0.00     0.00        6     0.00     0.00  std::allocator<int*>::allocator<int>(std::allocator<int> const&)
  0.00      0.00     0.00        6     0.00     0.00  std::allocator<int*>::~allocator()
  0.00      0.00     0.00        6     0.00     0.00  std::allocator<std::_List_node<int> >::allocator(std::allocator<std::_List_node<int> > const&)
  0.00      0.00     0.00        6     0.00     0.00  std::_Bit_iterator::_Bit_iterator()
  0.00      0.00     0.00        6     0.00     0.00  std::_Bit_reference::operator=(bool)
  0.00      0.00     0.00        6     0.00     0.00  std::_Deque_iterator<int, int&, int*>::_M_set_node(int**)
  0.00      0.00     0.00        6     0.00     0.00  std::_Deque_iterator<int, int&, int*>::_S_buffer_size()
  0.00      0.00     0.00        6     0.00     0.00  std::_Deque_iterator<int, int&, int*>::_Deque_iterator()
  0.00      0.00     0.00        6     0.00     0.00  std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int, int> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<int, int> > >&, std::_Rb_tree_node<std::pair<int, int> >*, unsigned long)
  0.00      0.00     0.00        6     0.00     0.00  void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int, int> > > >::destroy<std::pair<int, int> >(std::allocator<std::_Rb_tree_node<std::pair<int, int> > >&, std::pair<int, int>*)
  0.00      0.00     0.00        6     0.00     0.00  std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int, int> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<int, int> > >&, unsigned long)
  0.00      0.00     0.00        6     0.00     0.00  std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long)
  0.00      0.00     0.00        6     0.00     0.00  std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long)
  0.00      0.00     0.00        6     0.00     0.00  std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&)
  0.00      0.00     0.00        6     0.00     0.00  std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<int, int> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<int, int> >*&, std::_Rb_tree_node_base*&)
  0.00      0.00     0.00        6     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<int, int> >, bool>::pair<std::_Rb_tree_iterator<std::pair<int, int> >, bool, true>(std::_Rb_tree_iterator<std::pair<int, int> >&&, bool&&)
  0.00      0.00     0.00        6     0.00     0.00  std::pair<std::_Rb_tree_const_iterator<std::pair<int, int> >, bool>::pair<std::_Rb_tree_iterator<std::pair<int, int> >&, bool&, true>(std::_Rb_tree_iterator<std::pair<int, int> >&, bool&)
  0.00      0.00     0.00        6     0.00     0.00  std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&)
  0.00      0.00     0.00        6     0.00     0.00  std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&)
  0.00      0.00     0.00        6     0.00     0.00  std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>)
  0.00      0.00     0.00        6     0.00     0.00  std::vector<int, std::allocator<int> >::_S_use_relocate()
  0.00      0.00     0.00        6     0.00     0.00  std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>)
  0.00      0.00     0.00        6     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl()
  0.00      0.00     0.00        6     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_M_dec_size(unsigned long)
  0.00      0.00     0.00        6     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear()
  0.00      0.00     0.00        6     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base()
  0.00      0.00     0.00        6     0.00     0.00  void std::__cxx11::list<int, std::allocator<int> >::emplace_back<int const&>(int const&)
  0.00      0.00     0.00        6     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::begin()
  0.00      0.00     0.00        6     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::remove(int const&)
  0.00      0.00     0.00        6     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::_M_erase(std::_List_iterator<int>)
  0.00      0.00     0.00        6     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::push_back(int const&)
  0.00      0.00     0.00        6     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::~list()
  0.00      0.00     0.00        6     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node::_Alloc_node(std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >&)
  0.00      0.00     0.00        6     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_get_node()
  0.00      0.00     0.00        6     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_put_node(std::_Rb_tree_node<std::pair<int, int> >*)
  0.00      0.00     0.00        6     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_drop_node(std::_Rb_tree_node<std::pair<int, int> >*)
  0.00      0.00     0.00        6     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<int, int> >*)
  0.00      0.00     0.00        6     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_get_insert_unique_pos(std::pair<int, int> const&)
  0.00      0.00     0.00        6     0.00     0.00  std::__detail::_List_node_header::_M_init()
  0.00      0.00     0.00        6     0.00     0.00  std::__detail::_List_node_header::_List_node_header()
  0.00      0.00     0.00        6     0.00     0.00  int const* std::__addressof<int const>(int const&)
  0.00      0.00     0.00        6     0.00     0.00  int* std::__addressof<int>(int&)
  0.00      0.00     0.00        6     0.00     0.00  unsigned long* std::__addressof<unsigned long>(unsigned long&)
  0.00      0.00     0.00        6     0.00     0.00  int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&)
  0.00      0.00     0.00        6     0.00     0.00  std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&)
  0.00      0.00     0.00        6     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      0.00     0.00        6     0.00     0.00  std::remove_reference<std::allocator<std::_List_node<int> >&>::type&& std::move<std::allocator<std::_List_node<int> >&>(std::allocator<std::_List_node<int> >&)
  0.00      0.00     0.00        6     0.00     0.00  std::_Rb_tree_node<std::pair<int, int> >*& std::forward<std::_Rb_tree_node<std::pair<int, int> >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<int, int> >*&>::type&)
  0.00      0.00     0.00        6     0.00     0.00  std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&)
  0.00      0.00     0.00        6     0.00     0.00  std::_Rb_tree_iterator<std::pair<int, int> >& std::forward<std::_Rb_tree_iterator<std::pair<int, int> >&>(std::remove_reference<std::_Rb_tree_iterator<std::pair<int, int> >&>::type&)
  0.00      0.00     0.00        6     0.00     0.00  bool& std::forward<bool&>(std::remove_reference<bool&>::type&)
  0.00      0.00     0.00        6     0.00     0.00  std::_Rb_tree_iterator<std::pair<int, int> >&& std::forward<std::_Rb_tree_iterator<std::pair<int, int> > >(std::remove_reference<std::_Rb_tree_iterator<std::pair<int, int> > >::type&)
  0.00      0.00     0.00        6     0.00     0.00  bool&& std::forward<bool>(std::remove_reference<bool>::type&)
  0.00      0.00     0.00        6     0.00     0.00  void std::_Destroy<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*)
  0.00      0.00     0.00        5     0.00     0.00  __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::~new_allocator()
  0.00      0.00     0.00        5     0.00     0.00  std::_Identity<std::pair<int, int> >::operator()(std::pair<int, int>&) const
  0.00      0.00     0.00        5     0.00     0.00  std::allocator<std::__cxx11::list<int, std::allocator<int> > >::~allocator()
  0.00      0.00     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::new_allocator(__gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > > const&)
  0.00      0.00     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<int>::new_allocator()
  0.00      0.00     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<int>::~new_allocator()
  0.00      0.00     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::~new_allocator()
  0.00      0.00     0.00        4     0.00     0.00  bool __gnu_cxx::operator!=<std::__cxx11::list<int, std::allocator<int> > const*, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::list<int, std::allocator<int> > const*, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::list<int, std::allocator<int> > const*, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > > > const&)
  0.00      0.00     0.00        4     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const
